id,comment,label,comment_normalize
train_015228,Xài thấy khô da thêm  khôg nên mua,1,xài khô da khôg mua
train_015229,Tiki đóng hàng cẩn thận và giao đúng hẹn. Mình hài lòng về điều này. Mình mua nhiều sản phẩm nhưng lần này khá thất vọng vì sản phẩm bảo có tặng kèm ba lô nhưng nhận hàng không thấy đâu. Mặc dù biết số lượng có hạn nhưng Tiki không báo khách khi hết mà vẫn để trong đơn hàng giao là có ba lô. Như vậy là không ổn chút nào.,1,tiki đóng hàng cẩn_thận giao hẹn hài_lòng mua sản_phẩm thất_vọng sản_phẩm bảo tặng kèm ba_lô hàng mặc_dù số_lượng có_hạn tiki báo đơn hàng giao ba_lô ổn chút
train_015230,Ms gửi hàng về mà đã dính bẩn mấy chỗ như hộp bút cũ,1,ms gửi hàng dính bẩn mấy chỗ hộp bút cũ
train_015231,Đóng gói sản phẩm vô cùng chắc chắn giao hàng nhanh. Dù là hàng tặng thì không quá kì vọng nhưng kéo cùn quá hem cắt được. Lưu ý cho các bạn sau mua hàng.,0,đóng_gói sản_phẩm vô_cùng giao hàng hàng tặng kì_vọng kéo cùn hem cắt lưu_ý mua hàng
train_015232,"""Em dùng I607 sao sạc pin pin nó k lên ngay mà phải rút sạc rs máy (lúc lên thì là pin yếu) cắm sạc thì nó mới lên pin có ai bị vậy k ?.Em dùng wm 6.5 Mà sạc rất lâu đầy ... ?""",1,i607 sạc pin pin rút sạc rs máy pin yếu cắm sạc pin wm 6 5 sạc
train_015233,"Mình mua màu đỏ cam cũng lâu rồi nhưng chẳng dùng nữa.thiết kế thì có vẻ đáng yêu và là dạng bút nên khá tiện nhưng son trôi màu rất nhanh. Son có vẻ khá nhiều dưỡng nhưng mình vẫn thấy bị khô môi. 
Nói chung nếu có mua các bạn nên cân nhắc kĩ.
Mình mua mà cuối cũng cũng chẳng dùng đc. Tiếc quá",1,mua màu đỏ cam chẳng thiết_kế vẻ yêu dạng bút tiện son trôi màu son vẻ dưỡng khô môi mua cân_nhắc_kĩ mua chẳng tiếc
train_015234,"giao hàng sai màu, đã hỏi rất kỹ, xác nhận có màu tím khói rồi nhưng khi giao thì không phải, giao tím thường. 
Đây nhé thanhoi989 con đĩ mẹ của mày ngu thì im đi con chó.",1,giao hàng sai màu kỹ xác_nhận màu tím khói giao giao tím thanhoi989 đĩ mẹ mày ngu im đi chó
train_015235,"Hàng dùng siêu tốt , mình tưởng full 3 vạch wifi trong phòng là mạng ảo chứ không dùng được , ai ngờ dùng tốt , nhanh, xem video thoải mái . Trước đó thì chỉ bắt được 1 vạch vì cục wifi gốc thấp quá không vào được phòng.
Câu hỏi cho shop: lắp cái này vào tiền điện có bị tăng đột biến không",0,hàng siêu tưởng full 3 vạch wifi phòng mạng ảo ai_ngờ video thoải_mái bắt 1 vạch cục wifi gốc phòng câu cửa_hàng lắp tiền điện đột_biến
train_015236,Son co bong nhung van kho moi,0,son co bong nhung van kho moi
train_015237,Ngon lắm. Cám ơn shop,0,ngon lắm cám_ơn cửa_hàng
train_015238,Giao hàng nhanh chất lượng sản phẩm tốt. Rất thích,0,giao hàng chất_lượng sản_phẩm
train_015239,Màu sắc ko dc giống ảnh lắm. Nói chung tiền nào của đâys thôi,0,màu_sắc ảnh lắm tiền đâys
train_015240,Giày siêu đẹp,0,giày siêu đẹp
train_015241,giày đẹp.. giá tốt.. mỗi cái form to.. bé đi bị rộng.. để dành sau này chân dài ra mang ok ^^,0,giày đẹp giá form to bé đi rộng để_dành chân o positive
train_015242,giày rất đẹp và rẻ đóng góp cẩn thận. Sẽ ủng hộ shop tiếp ,0,giày đẹp rẻ đóng_góp cẩn_thận ủng_hộ cửa_hàng tiếp
train_015243,Sản phẩm sao dùng lần 2 lại không ăn chỉ vậy shop? ,0,sản_phẩm 2 cửa_hàng
train_015244,Lông bên ngoài khá mềm nhưng lông bên trong hơi thô màu hồng đất hơi tối. Nói chung thì áo khá ok. Cái tay phải lận lên thì mới giống hình quảng cáo.,0,lông mềm lông hơi thô màu hồng đất hơi tối áo ok lận hình ng_cáo
train_015245,Shop rất thân thiện và nhiệt tìnhđóng gói rất chắc chắc còn độ bền mới mua nên k giám khẳng định:)) chờ tg sẽ có câu tl,0,cửa_hàng thân_thiện nhiệt tìnhđóng gói độ bền mua giám khẳng địnhpositive chờ tg câu tl
train_015246,Vừa sử dụng ok ạ,0,o
train_015247,hàng như mới.giá hợp túi tiền.,0,hàng giá hợp túi_tiền
train_015248, Sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,0,sản_phẩm đẹp cửa_hàng_phục_vụ
train_015249,Không tốt ,1,
train_015250,huhu chất kem đặc sánh mịn hàng chuẩn luôn chứ mà giá siêu yêu. còn quay lại shop nhiều lần nữa luôn. chị chủ thì siêu đáng yêu tư vấn nhiệt tình. Em thích :))),0,nagative chất kem đặc sánh mịn hàng chuẩn giá siêu yêu cửa_hàng chủ siêu yêu tư_vấn nhiệt_tình positive
train_015251,Serum rất thơm ^^ thấm nhanh,0,serum thơm positive thấm
train_015252,Mình đặt váy xanh size M mà bạn giao size L vải thì đẹp,1,váy xanh cỡ giao cỡ l vải đẹp
train_015253,Thấy vọng từ giờ ko mua quần áo online nữa,1,vọng mua quần_áo online
train_015254, Chất lượng sản phẩm tuyệt vời. Cám ơn shop đã tặng thêm một món quà nhỏ xinh,0,chất_lượng sản_phẩm tuyệt_vời cám_ơn cửa_hàng tặng món quà xinh
train_015255," Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền
Sẽ ủng hộ sh lâu dài 😘",0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ tiền ủng_hộ sh lâu_dài positive
train_015256,Hàng chất lượng thanks shop,0,hàng chất_lượng cám_ơn cửa_hàng
train_015257,Hàng đóng gói của lixibox đẹp quá rửa mặt cực thích vậy mà giá lại rẻ hơn bên lixibox yêu quá đi thôi ,0,hàng đóng_gói lix nhắn_tin ox đẹp rửa mặt cực giá rẻ lix nhắn_tin ox yêu đi
train_015258,Chất lượng quá shopp,0,chất_lượng cửa_hàng p
train_015259,Giấy dán sao thấy thô sơ...dán k đều.dán bị chênh.k check dc mã vạch0,0,giấy dán thô_sơ dán dán chênh chec mã vạch0
train_015260,Đóng gói sản phẩm kém. Về bị bục tung hết nước ra túi đựng. Thời gian giao hàng quá lâu. Từ lúc đặt đến nhận 2 tuần. Chủ shop quên hàng. Nói chung là tệ. Ko hài lòng chút nào hết,1,đóng_gói sản_phẩm kém bục tung hết_nước túi đựng giao hàng 2 tuần chủ cửa_hàng quên hàng tệ hài_lòng chút
train_015261,Thấy nhận xét của mọi người dùng tốt quá mình cũng thích mùi hương tinh dầu nên mua dùng thử. Cảm thấy hết sức thất vọng mình dùng trong phòng ngủ diện tích nhỏ. Đốt 2 cây đèn tinh dầu nến luôn mà mùi cũng rất rất rất rất rất..... nhẹ. Dùng 2 lần chán quá nên nghỉ luôn. Mà nhớ lại đọc nhận xét của mọi người có nói tinh dầu giúp rậm lông mày. Mình dùng thử thì vượt cả mong đợi. Không biết cơ chế gì mà lông mày mọc nhanh và rậm nữa dù chỉ dùng khoảng 1 tuần. Thật sự hiệu quả trong làm mọc và rậm lông mày,1,nhận_xét mùi hương tinh_dầu mua thử hết_sức thất_vọng phòng ngủ diện_tích đốt 2 đèn tinh_dầu nến mùi nhẹ 2 chán nghỉ đọc nhận_xét tinh_dầu g yêu ́ p rậm lông_mày thử mong_đợi cơ_chế lông_mày mọc rậm 1 tuần hiệu_quả mọc rậm lông_mày
train_015262, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt sẽ ủng hộ shop dài dài 😍😍😍,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ ủng_hộ cửa_hàng dài_dài positive positive positive
train_015263,giày nhẹ rất êm chân. mua 3 đôi mà chỉ bằng giá 1 đôi trong shop. rẻ nhưng chất lượng. ,0,giày nhẹ êm chân mua 3 đôi giá 1 đôi cửa_hàng rẻ chất_lượng
train_015264,"Về nội dung chưa đọc nên không nhận xét.Về hình thức thì bìa sách trầy xướt, mép bìa bị bung, rách, cũ:((
Tôi thất vọng về lần giao này.",1,nội_dung đọc nhận_xét hình_thức bìa sách trầy xướt mép bìa bung rách cũ nagative thất_vọng giao
train_015265,Dép đẹp giao hàng nhanh! ,0,dép đẹp giao hàng
train_015266,Mình đặt mua tất cả của shop là 8 loại sản phẩm. Riêng nhẫn. Bông tai mình mua 2 cặp. Dây chuyền 1.tất cả đều đc shop đề BẠC 925. Khi nhận về thì nhẫn xi. Dây chuyền inox. Quá bức xúc nhắn tin shop ko rep. Đáng ra đánh giá toàn 1* nhưng vì chất lượng ốp oke nên mình vẫn vote ốp 5* trang sức 1*,0,mua cửa_hàng 8 sản_phẩm nhẫn bông_tai mua 2 cặp dây_chuyền 1 cửa_hàng đề bạc 925 nhẫn xi dây_chuyền inox bức_xúc nhắn_tin cửa_hàng trả_lời đáng_ra toàn 1star chất_lượng ốp o vote ốp 5star trang_sức 1star
train_015267,Ốp đẹp lắm nha. Sẽ ủng hộ shop dài,0,ốp đẹp lắm nha ủng_hộ cửa_hàng
train_015268,Quá ngon. Tks shop,0,ngon cám_ơn cửa_hàng
train_015269, Giá thành rẻ tạm ổn.,0,giá_thành rẻ tạm ổn
train_015270,Hai chiếc không giống nhau. Dây giày khác màu. Vạch giày bị lệch. Nch là mua nhiều của shop rồi nhưng đôi này chất lượng kém nhất,1,hai dây giày màu vạch giày lệch nch mua cửa_hàng đôi chất_lượng kém
train_015271,Hình dáng ổn nhưng mùi cao su nhiều.hàng china có thể độc hại !,1,hình_dáng ổn mùi cao_su hàng china độc_hại
train_015272,Dùng thích á,0,
train_015273, Đóng gói sản phẩm rất đẹp và chắc chắn. Chất lượng sản phẩm thì em phải dùng đã nhưng chắc chắn sẽ ủng hộ chị nhìu nhìu. Hàng về tay chắc chắn 1 cục lại được bonus thêm cái nơ đúng chuẩn bánh bèo 👌,0,đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm ủng_hộ nhìu nhìu hàng 1 cục bonus nơ chuẩn bánh_bèo positive
train_015274," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn
Quà tặng rất đẹp. Uống rất thơm ngon. Sẽ mua nhiều lần nữa",0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp quà tặng đẹp uống thơm ngon mua
train_015275,Hàng kém chất lượng kim giây chạy chậm kim phút không chạy. Thất vọng về shop cũng như  shopee vì k kiểm tra các shop bán hàng,1,hàng kém chất_lượng kim giây chạy chậm kim phút chạy thất_vọng cửa_hàng cửa_hàng ee kiểm_tra cửa_hàng hàng
train_015276," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh
Đôi này nên mua thêm lót giày bên trong vì nó không có sẵn ㄟ(￣▽￣ㄟ) đẹp chết đi được",0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng đôi mua lót giày sẵn ㄟ ￣ ▽ ￣ ㄟ đẹp chết đi
train_015277,Cám ơn shop đã tặng thêm quà nhé Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,0,cám_ơn cửa_hàng tặng quà chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ giao hàng
train_015278,Giày bẩn ở đế - không hiểu tại sao ❓❓,1,giày bẩn đế ❓ ❓
train_015279,Phù hợp với giá. Tiền nào của đó,0,giá tiền
train_015280,Bị rẫy nhiều shop oy,0,rẫy cửa_hàng oy
train_015281, Chất lượng sản phẩm kém Đóng gói sản phẩm kém ,1,chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém
train_015282, Đóng gói sản phẩm rất đẹp và chắc chắn đúng vs yêu cầu của người mua. Thùng 2kg đc 87 cái.,0,đóng_gói sản_phẩm đẹp mua thùng 2 87
train_015283,Giầy đẹp ,0,giầy đẹp
train_015284,Sản phẩm rất ổn chắn chắn,0,sản_phẩm ổn chắn chắn
train_015285, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.bim ok lắm.lan sau lại ủng hộ tiếp,0,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ tiền bim o lắm lan ủng_hộ tiếp
train_015286,Sáp tóc là hàng rởm,1,sáp tóc hàng rởm
train_015287,Đặt hồng nhưng nhận đc màu như bà già màu khoai môn. ,1,hồng màu bà_già màu khoai_môn
train_015288, Đóng gói sản phẩm rất kém form giày tomình bảo đổi sz mình chịu ship mà k cho đổi! Nhắn tin thì đợi cả thanh xuân mới rep  ,1,đóng_gói sản_phẩm kém form giày tomình bảo đổi cỡ giao hàng đổi nhắn_tin đợi thanh_xuân trả_lời
train_015289, Chất lượng sản phẩm tuyệt vời  giao hàng nhanh sản phẩm đẹp hơn trong hình ,0,chất_lượng sản_phẩm tuyệt_vời giao hàng sản_phẩm đẹp hình
train_015290,Fb cho shop nè 😂😂😂,0,fb cửa_hàng nè positive positive positive
train_015291,"Nhà in của cuốn Chữ Vạn nhà xuất bản cùng với Tiki cần kiểm tra chất lượng sách cho tốt rồi hẵng tung ra bán cho người tiêu dùng! Tôi rất thích nội dung sách, đã mong chờ được cầm trong tay sản phẩm được đánh giá cao này. Nhưng khi cầm trên tay sản phẩm Tiki giao, tôi thực sự thất vọng khi sách bị cắt một phần viền bìa và phần gáy sách cong lõm vào trong. Tôi viết nhận xét này đề nghị Tiki hãy cẩn thận kiểm kê các sản phẩm sao cho người mua như tôi được vui vẻ, hạnh phúc khi nhận hàng.
Thân gửi.",1,nhà_in chữ vạn xuất_bản tiki kiểm_tra chất_lượng sách hẵng tung tiêu_dùng nội_dung sách mong_chờ cầm sản_phẩm cầm sản_phẩm tiki giao thất_vọng sách cắt viền bìa gáy sách cong lõm viết nhận_xét đề_nghị tiki cẩn_thận kiểm_kê sản_phẩm mua vui_vẻ hạnh_phúc hàng thân gửi
train_015292,Giao hàng muộn 3 ngày mà ko được thông báo( lại còn phải 50 ký tự nữa định cho 4 sao nhưng phải viết thêm nên cho 2 sao),1,giao hàng muộn 3 thông_báo 50 ký_tự định 4 viết 2
train_015293,giày mang êm khá dễ chịu ❤ ,0,giày êm dễ_chịu positive
train_015294,Tùy theo loại da mặt mà sử dụng. Da mặt mình ít mụn định mua về thoa để se khít lỗ chân lông mình mua về thoa được 3 ngày và bây giờ mặt nổi nhiều mụn hơn.,1,tuỳ da mặt da mặt mụn định mua thoa se khít lỗ chân_lông mua thoa 3 mặt nổi mụn
train_015295,Sản phẩm phù hợp giá tiền mùi nhựa khó chịu số in nhoè.. Mẹ nào định mua về xay đồ ăn cho con nên cân nhắc. Tốt nhất mua các hãng nổi tiếng cho đảm bảo. ,0,sản_phẩm giá tiền mùi nhựa khó_chịu in nhoè mẹ định mua xay đồ cân_nhắc mua hãng nổi_tiếng
train_015296,Nhin giay ung ghe luon mua gium nen quen k chup lai ui,0,nhin giay ung ghe luon mua g yêu m nen quen chup lai ui
train_015297,Giày k giống hình ,1,giày hình
train_015298, Chất lượng sản phẩm tuyệt vời... Giày đẹp lắm ,0,chất_lượng sản_phẩm tuyệt_vời giày đẹp lắm
train_015299,"Màu hồng chứ k Phải đỏ nhu mình tuỏng
Sơn min dẹp",0,màu hồng đỏ nhu tuỏng sơn min dẹp
train_015300,núm ti hơi to hơn loại 160ml bé nhà mình ko quen nên phải dung núm cũ nắp bình lỏng lẻo ko đóng đc! ảnh dưới là ảnh sau mấy ngày t sd. Bình đã đc rửa sạch sẽ. Nhưng k biết tại sao lại thành thế này. Rất sợ và ko dám cho con mình dùng nữa.! Mong shop phản hồi ib cho t ,1,núm ti hơi to 160ml bé quen dung núm cũ nắp bình lỏng_lẻo đóng ảnh ảnh mấy t sd bình rửa sạch_sẽ thành sợ dám mong cửa_hàng phản_hồi nhắn_tin t
train_015301,Không nhận đc sp này. Chuyện bồi hoàn quá dằng dai nản.,1,sản_phẩm bồi_hoàn dằng_dai nản
train_015302,Những tri thức đầy đủ và trọn vẹn về giải mã giấc mơ đã cứu vớt được cả cuốn sách với cốt truyện không đặc sắc hệ thống nhân vật đơn điệu cách dùng từ khiên cưỡng và một kết thúc quá hụt hẫng.,1,tri_thức đầy_đủ trọn_vẹn giải_mã giấc mơ cứu_vớt sách cốt_truyện đặc_sắc hệ_thống nhân_vật đơn_điệu khiên_cưỡng kết_thúc hụt_hẫng
train_015303,Sp tạm được..gửi sai màu..chuyển hàng nhanh..đóng gói cẩn thận,0,sản_phẩm tạm gửi sai màu hàng đóng_gói cẩn_thận
train_015304,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt nhưng đóng gói ko chắc chắn lắm nếu bị cấn có thể gãy ốp. Chất lượng OK sẽ ủng hộ shop,0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ đóng_gói lắm cấn gãy ốp chất_lượng o ủng_hộ cửa_hàng
train_015305,hàng ko chuẩnmua 2 cái size L 1 cái đúng size 1cái nhỏ xíu 1 ko vừa vải mỏng tênh.....,1,hàng chuẩnmua 2 cỡ l 1 cỡ 1cái nhỏ_xíu 1 vải mỏng
train_015306,Cái hủ khô bò shop ko niêm phong  mình thấy nó nhẹ hơn so với túi mực  bỏ lên cân có 4lạng hơn xíu tính lun cả hủ ,0,hủ khô bò cửa_hàng niêm_phong nhẹ túi mực lên_cân 4lạng xíu lun hủ
train_015307,Tông màu k giống màu trên hình nhe. Giao màu sẫm quá so với mẫuK hài lòng,1,tông màu màu hình nhe giao màu sẫm mẫu hài_lòng
train_015308,Sao k dùng đk ạ,1,đ
train_015309,mẫu thì được. có điều chất lượng kém. xai duoc 1 tuần tróc sơn. gỉ sét....,1,mẫu chất_lượng kém xai duoc 1 tuần tróc sơn gỉ sét
train_015310,Quá chán lúc nhận hàng đã thấy vỡ tanh bành quá thất vọng với vận chuyển của tiki,1,chán hàng vỡ tanh_bành thất_vọng vận_chuyển tiki
train_015311,Mình đang xài Mia2 và thấy bé này với cái giá quá bèo cũng tò mò vì thấy nguồn gốc của nước Hàn và quyết định mua thử .và thấy bất ngờ về độ êm và độ rung mình cho 7/10 so với Mia.dùng Mia mình phải thay đầu chổi 6th 1 lần và giá đắt hơn cái e hồng xinh này luôn.bạn nào kh xài tiếc lắm nhé 😘😍,0,xài mia2 bé giá bèo tò_mò nguồn_gốc hàn quyết_định mua thử độ êm độ rung 7 10 mia mia thay đầu chổi 6th 1 giá đắt e hồng xinh xài tiếc lắm positive positive
train_015312,Hàng Tôi đặt là túi đeo hông cua nam ngày 13/9 nhận được túi đeo của nữ Tôi đã liên hệ với người bán nhưng chưa có trả lời.Hôm nay 16/9 lại nhận được email đơn hàng đã hoàn tất trong khi Tôi đã trả lại hàng...,1,hàng túi đeo hông cua nam 13 9 túi đeo nữ liên_hệ trả_lời hôm_nay 16 9 email đơn hàng hoàn_tất hàng
train_015313,thiết kế như bùi mua về éo lắp đc,1,thiết_kế bùi mua éo lắp
train_015314,Quá tươi Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0,tươi chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền giao hàng
train_015315,"Chất lượng ngoài mong đợi, chất len mịn và dày dặn
Màu rất là ưng ý nữa sẽ ủng hộ shop dài dài",0,chất_lượng mong_đợi chất len mịn dày_dặn màu ưng_ý ủng_hộ cửa_hàng dài_dài
train_015316,"Mình mới đặt tối thứ 6 hôm qua mà sáng nay Tiki đã giao đến rồi giao hàng rất nhanhKhông biết có phải vì quá gấp hay không mà hộp đóng gói rất xuề xoà, không cẩn thận, hộp bị móp méo rất mất thẩm mĩ
Album có thiết kế đẹp hay vỏ bìa rất dễ trầy",1,tối 6 hôm_qua tiki giao giao hàng nhanhkhông gấp hộp đóng_gói xuề_xoà cẩn_thận hộp móp méo thẩm_mĩ album thiết_kế đẹp vỏ bìa trầy
train_015317,Đã đếm được đủ 30 cái bánh. Không có cái nào bị nát hay chảy sữa :),0,đếm 30 bánh nát chảy sữa positive
train_015318, giao ko đúng sp đã đặt con mh ko mặc vừa chất lượng sp bt ko đẹp,1,giao sản_phẩm mh mặc chất_lượng sản_phẩm bình_thường đẹp
train_015319,Son làm khô môihộp giấy bên ngoài bị nhàu.Mình chưa thấy hài lòng lắm,1,son khô môihộp giấy nhàu hài_lòng lắm
train_015320,Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt. Hàng chính hãng.,0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ hàng hãng
train_015321,"Giày đẹp lắm ạ. So với giá tiền thì quá ưng ý luôn
Mình đi được 2 lần nên lên hình dép hơi bẩn. Hi mình đi size 37 đặt 37 đi vừa in luôn nhé. ",0,giày đẹp lắm giá tiền ưng_ý đi 2 hình dép hơi bẩn hi đi cỡ 37 37 đi in
train_015322,"Combo này cực kì đã , cực kì rẻ và tốt so với thị trường hiện nay ^^
 Bà chủ thì siuuuu dễ thương nha ",0,combo cực_kì cực_kì rẻ thị_trường positive chủ s yêu uuu dễ_thương nha
train_015323,Giao hang nhanh. Nhung size hoi to. Sản phẩm ok ,0,giao hang nhung cỡ hoi to sản_phẩm ok
train_015324, Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn giao hang,0,chất_lượng sản_phẩm đóng_gói sản_phẩm giao hang
train_015325,Tôi vừa mua sản phẩm Dermato CLEAN của hãng Eucerin qua hệ thống Tiki. Hàng giao nhanh tuy nhiên tôi rất thất vọng vì bây giờ đã là tháng 7/2018 mà sản phẩm hoá mỹ phẩm này chỉ còn hạn dùng đến tháng 4/2019. Tôi đề nghị được đổi sản phẩm có hạn dùng lâu hơn.,1,mua sản_phẩm dermato clean hãng eucerin hệ_thống tiki hàng giao thất_vọng 7 2018 sản_phẩm hoá mỹ_phẩm hạn_dùng 4 2019 đề_nghị đổi sản_phẩm hạn_dùng
train_015326,"- Gói hàng kĩ lưỡng, giao hàng nhanh hơn dự kiến. Tặng kèm cái bookmark dth nữaa
Mình sẽ ủng hộ tiếp 😉",0,gói hàng kĩ_lưỡng giao hàng dự_kiến tặng kèm bookmar dth nữaa ủng_hộ tiếp positive
train_015327,Sản phẩm quá kém! Một đầu bị khô còn một đầu không dùng được,0,sản_phẩm kém đầu khô đầu
train_015328,mình mua rất nhiều sách của cô  nhưng phải thú thực là quyển  này giải khá hời hợt .,1,mua sách thú_thực quyển giải hời_hợt
train_015329," Rất đáng tiền

 Thời gian giao hàng rất nhanh
 Shop phục vụ rất tốt",0,tiền giao hàng cửa_hàng_phục_vụ
train_015330,San Pham rất Ok..cam on shop nhju nha,0,san pham ok cam on cửa_hàng nh u_nha
train_015331,Bạn tớ rất khoái món này nhé😊😊😊,0,khoái món positive positive positive
train_015332, Chất lượng sản phẩm tuyệt vời Rất đáng tiền nhưng giao hàng k đc nhanh lắm. Mk ở quận kế bên thôi mà đặt hàng chiều thứ 5 đến chiều thứ 7 mới nhận đc huhu,0,chất_lượng sản_phẩm tuyệt_vời tiền giao hàng lắm kế đặt_hàng chiều 5 chiều 7 nagative
train_015333,Sản phẩm k như hình chất vải xấu,1,sản_phẩm hình chất vải xấu
train_015334,Sản phẩm lỗi đặt size 35 mà giao tận 39 k thể đi nổi qua thất vọng về sản phẩm cũng k muốn đổi trả mất time đành bỏ đi :)))))) ,1,sản_phẩm lỗi cỡ 35 giao tận 39 đi nổi thất_vọng sản_phẩm đổi đành đi positive
train_015335,Đưa thiếu đồ đồ thì cũng được nhưng tính tổng tiền rồi nhưng trong hộp đồ thiếu một món ,1,đồ đồ tổng_tiền hộp đồ món
train_015336,Mới dùng kp tnao.n shop có tâm tặng miếng rửa mặt và cọ bôi mặt nạ,0,tnao n cửa_hàng tâm tặng miếng rửa mặt cọ bôi mặt_nạ
train_015337,Giao hang rat nhanh dong goi can than. Cam on shop nhieu,0,giao hang rat dong goi can than cam on cửa_hàng nhieu
train_015338,trục tâm bánh xe bị lệch k ưng ý với sản phẩm lắm,1,trục tâm bánh_xe lệch ưng_ý sản_phẩm lắm
train_015339,"""rất thích kiểu dáng sang trọng lịch lãm của blackberry. phải ráng de dành tiền rước 1 em về.""",0,kiểu_dáng sang_trọng lịch_lãm blackberry ráng de tiền rước 1
train_015340,Dù blue eye vẫn sáng và pin vẫn còn nhưng khi lại không di được chuột. Mình mới mua sản phẩm từ tháng 2 mà đã vậy rồi nhưng không biết phải làm thế nào để bảo hành đây :((,1,blue eye pin di_được chuột mua sản_phẩm 2 bảo_hành nagative
train_015341," Thời gian giao hàng rất nhanh
Chị chủ nhiệt tình 😘😘
Ủng hộ shop dài dài 💛",0,giao hàng chủ nhiệt_tình positive positive ủng_hộ cửa_hàng dài_dài positive
train_015342,Giao ko đúng hàng đã đặt,1,giao hàng
train_015343,KHI GIAO HÀNG THÌ PHÂN NỮA SẢN PHẨM ĐÚNG TRONG HÌNH CÒN PHÂN NỮA CŨNG LÀ CÀ PHÊ CON SÓC NHƯNG LÀ LOẠI KHÁC,1,giao hàng phân sản_phẩm hình phân cà_phê sóc
train_015344,minh mua nhung chua su dung nhung minh thay mau ma dep dong goi chat chan mjh thik,0,minh mua nhung_chua su dung nhung minh thay mau ma đẹp dong goi chất chan h_thích
train_015345,Bàn rất nhỏ thấp giống như trong mấy bộ đồ chơi của bé. Mình tính mua về cho bé ngồi tô màu nhưng quá thấp bỏ ra 200k để mua cái bàn giống đồ chơi con nít chứ không làm được gì nhựa rất mỏng và yếu trước giờ mua hàng tiki hài lòng nhưng cái bàn này thì thất vọng,1,bàn mấy đồ_chơi bé mua bé tô màu 200 mua bàn đồ_chơi con_nít nhựa mỏng yếu mua hàng tiki hài_lòng bàn thất_vọng
train_015346,Dẹp mê luôn,0,dẹp mê
train_015347,Shop phục vụ rất tốt ạ ,0,cửa_hàng_phục_vụ
train_015348,Mọi người tham gia giao thông rất ý thức nên giao thông ở đây tạo nên một trật tự và đầy ý thức .,1,tham_gia giao_thông ý_thức giao_thông trật_tự ý_thức
train_015349,Mình mua sản phẩm này trong bộ 5 món trị mụn của Vedette và đây là sản phẩm mình không ưng ý nhất trong bộ. Chất kem lỏng và mùi cồn nồng nặc bôi lên da hơi xót (có lẽ do cồn). Mình cũng không mong đợi phải hết thâm ngay nhưng sau 3 ngày sử dụng vẫn không tiến chuyển gì nhiều. Mình thấy dùng tuýp mặt nạ tràm trà của Vedette hiệu quả sáng da còn tốt hơn sản phẩm này. Có lẽ Vedette nên cải tiến đổi thành phần để bớt mùi cồn hơn.,1,mua sản_phẩm 5 món trị mụn vedette sản_phẩm ưng_ý chất kem lỏng mùi cồn nồng_nặc bôi da hơi xót có_lẽ cồn mong_đợi thâm 3 tiến tuýp mặt_nạ tràm trà vedette hiệu_quả da sản_phẩm có_lẽ vedette cải_tiến đổi thành_phần bớt mùi cồn
train_015350,ko che được khuyết điểm ,0,che khuyết_điểm
train_015351,Hang qua te k dung nhu gioi thieu ,1,hang te dung nhu gioi thieu
train_015352,Mình rất yên tâm khi mua hàng của shop. Mình sẽ tiếp tục ủng hộ shop.,0,yên_tâm mua hàng cửa_hàng ủng_hộ cửa_hàng
train_015353,"Nhìn những hình ảnh này khi mà đã là một sinh viên đại học , cảm giác thật khó tả .",1,hình_ảnh sinh_viên đại_học cảm_giác tả
